"","gname","country_txt","iyear","imonth","iday","country","region","region_txt","attacktype1","attacktype1_txt","targtype1","targtype1_txt","weaptype1","weaptype1_txt","nkill","nwound"
"2066","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,12,23,228,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"2067","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,1,23,228,10,"Middle East & North Africa",2,"Armed Assault",2,"Government (General)",5,"Firearms",1,0
"2068","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2010,9,22,228,10,"Middle East & North Africa",9,"Unknown",4,"Military",13,"Unknown",6,3
"2069","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,9,9,228,10,"Middle East & North Africa",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,0
"2070","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2010,12,17,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",3,10
"2071","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,6,19,228,10,"Middle East & North Africa",3,"Bombing/Explosion",7,"Government (Diplomatic)",6,"Explosives/Bombs/Dynamite",0,0
"2072","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2010,8,3,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",1,8
"2073","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,3,11,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",2,0
"2074","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,5,12,228,10,"Middle East & North Africa",2,"Armed Assault",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,1
"2075","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,12,14,228,10,"Middle East & North Africa",1,"Assassination",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",3,0
"2076","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,8,6,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",6,"Explosives/Bombs/Dynamite",5,1
"2077","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,4,21,228,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",12,"NGO",5,"Firearms",0,0
"2078","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,8,14,228,10,"Middle East & North Africa",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",3,7
"2079","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,5,21,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",97,300
"2080","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2011,1,23,228,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",5,"Firearms",1,6
"2081","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,6,2,228,10,"Middle East & North Africa",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",1,0
"2082","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,4,12,228,10,"Middle East & North Africa",9,"Unknown",17,"Terrorists/Non-State Militia",13,"Unknown",3,NA
"2083","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,4,27,228,10,"Middle East & North Africa",1,"Assassination",4,"Military",5,"Firearms",1,0
"2084","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,6,18,228,10,"Middle East & North Africa",1,"Assassination",2,"Government (General)",5,"Firearms",1,0
"2085","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2011,8,21,228,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",10,5
"2086","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,6,26,228,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",6,"Airports & Aircraft",5,"Firearms",9,NA
"2087","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,12,27,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",2,4
"2088","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2010,7,25,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",9,0
"2089","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,11,24,228,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",3,9
"2090","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,11,1,228,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",4,"Military",5,"Firearms",16,10
"2091","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,3,28,228,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",7,"Government (Diplomatic)",5,"Firearms",0,0
"2092","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,7,27,228,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,0
"2093","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,11,20,228,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"2094","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,5,9,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",2,0
"2095","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,5,7,228,10,"Middle East & North Africa",9,"Unknown",4,"Military",13,"Unknown",0,0
"2096","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,12,31,228,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",50,70
"2097","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,8,9,228,10,"Middle East & North Africa",2,"Armed Assault",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,0
"2098","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2010,11,30,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,1
"2099","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,10,18,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",8,7
"2100","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2011,1,17,228,10,"Middle East & North Africa",1,"Assassination",4,"Military",5,"Firearms",1,1
"2101","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2011,11,16,228,10,"Middle East & North Africa",1,"Assassination",2,"Government (General)",5,"Firearms",1,0
"2102","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2010,11,4,228,10,"Middle East & North Africa",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",2,13
"2103","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2011,4,28,228,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",5,"Firearms",1,0
"2104","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,12,26,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",4,3
"2105","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,4,15,228,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",5,0
"2106","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,4,30,228,10,"Middle East & North Africa",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"2107","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2011,6,29,228,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",0,0
"2108","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,5,27,228,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",1,0
"2109","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2011,5,15,228,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",5,"Firearms",1,1
"2110","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,10,11,228,10,"Middle East & North Africa",2,"Armed Assault",2,"Government (General)",5,"Firearms",1,0
"2111","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,1,25,228,10,"Middle East & North Africa",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"2112","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,5,2,228,10,"Middle East & North Africa",1,"Assassination",4,"Military",5,"Firearms",1,0
"2113","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,3,13,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",7,7
"2114","Al-Qa`ida in the Arabian Peninsula (AQAP)","United Kingdom",2010,10,29,603,8,"Western Europe",3,"Bombing/Explosion",6,"Airports & Aircraft",6,"Explosives/Bombs/Dynamite",0,0
"2115","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,3,31,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",3,NA
"2116","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,7,29,228,10,"Middle East & North Africa",1,"Assassination",4,"Military",5,"Firearms",1,0
"2117","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,9,22,228,10,"Middle East & North Africa",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",8,2
"2118","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,10,21,228,10,"Middle East & North Africa",9,"Unknown",4,"Military",13,"Unknown",0,0
"2119","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,3,6,228,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",1,0
"2120","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,10,30,228,10,"Middle East & North Africa",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"2121","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,7,6,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",6,0
"2122","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2011,6,1,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",0,0
"2123","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2011,7,26,228,10,"Middle East & North Africa",9,"Unknown",4,"Military",13,"Unknown",12,0
"2124","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,5,17,228,10,"Middle East & North Africa",1,"Assassination",4,"Military",5,"Firearms",1,0
"2125","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,5,10,228,10,"Middle East & North Africa",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,3
"2126","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,3,7,228,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,0
"2127","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,7,11,228,10,"Middle East & North Africa",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",1,0
"2128","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,6,7,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",2,0
"2129","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,10,8,228,10,"Middle East & North Africa",9,"Unknown",4,"Military",13,"Unknown",5.75,NA
"2130","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,9,7,228,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",5,"Firearms",2,0
"2131","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,6,6,228,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",3,0
"2132","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2010,9,20,228,10,"Middle East & North Africa",9,"Unknown",14,"Private Citizens & Property",13,"Unknown",1,3
"2133","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,6,26,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",3,12
"2134","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,2,26,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,0
"2135","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,9,25,228,10,"Middle East & North Africa",1,"Assassination",4,"Military",6,"Explosives/Bombs/Dynamite",2,3
"2136","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,8,8,228,10,"Middle East & North Africa",2,"Armed Assault",2,"Government (General)",5,"Firearms",1,0
"2137","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2011,11,10,228,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",5,"Firearms",2,3
"2138","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,9,9,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",0,2
"2139","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,4,22,228,10,"Middle East & North Africa",1,"Assassination",4,"Military",5,"Firearms",2,0
"2140","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,5,5,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",1,0
"2141","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2011,5,1,228,10,"Middle East & North Africa",2,"Armed Assault",2,"Government (General)",5,"Firearms",3,4
"2142","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,3,22,228,10,"Middle East & North Africa",2,"Armed Assault",17,"Terrorists/Non-State Militia",5,"Firearms",NA,0
"2143","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,11,4,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",6,"Explosives/Bombs/Dynamite",NA,NA
"2144","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2010,8,5,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",3,0
"2145","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2011,4,22,228,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",5,"Firearms",1,NA
"2146","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,5,1,228,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",NA,NA
"2147","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,5,4,228,10,"Middle East & North Africa",9,"Unknown",4,"Military",13,"Unknown",0,0
"2148","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,12,31,228,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"2149","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,1,29,228,10,"Middle East & North Africa",3,"Bombing/Explosion",20,"Unknown",6,"Explosives/Bombs/Dynamite",0,0
"2150","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,8,30,228,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",5,"Firearms",1,0
"2151","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,9,9,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,0
"2152","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,11,29,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",3,0
"2153","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,1,12,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",6,"Explosives/Bombs/Dynamite",4,0
"2154","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,3,6,228,10,"Middle East & North Africa",1,"Assassination",2,"Government (General)",5,"Firearms",1,0
"2155","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,10,15,228,10,"Middle East & North Africa",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"2156","Al-Qa`ida in the Arabian Peninsula (AQAP)","United States",2009,12,25,217,1,"North America",3,"Bombing/Explosion",6,"Airports & Aircraft",6,"Explosives/Bombs/Dynamite",0,2
"2157","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,10,16,228,10,"Middle East & North Africa",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"2158","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,2,15,228,10,"Middle East & North Africa",2,"Armed Assault",21,"Utilities",5,"Firearms",0,0
"2159","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,9,14,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",0,0
"2160","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,8,27,228,10,"Middle East & North Africa",9,"Unknown",4,"Military",13,"Unknown",3,5
"2161","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,9,24,228,10,"Middle East & North Africa",1,"Assassination",4,"Military",5,"Firearms",1,0
"2162","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,9,22,228,10,"Middle East & North Africa",3,"Bombing/Explosion",17,"Terrorists/Non-State Militia",6,"Explosives/Bombs/Dynamite",1,4
"2163","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,12,3,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",1,1
"2164","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2011,7,14,228,10,"Middle East & North Africa",7,"Facility/Infrastructure Attack",1,"Business",13,"Unknown",0,0
"2165","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,3,20,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,0
"2166","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,8,26,228,10,"Middle East & North Africa",1,"Assassination",4,"Military",5,"Firearms",1,0
"2167","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2011,10,28,228,10,"Middle East & North Africa",1,"Assassination",3,"Police",6,"Explosives/Bombs/Dynamite",1,2
"2168","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,6,21,228,10,"Middle East & North Africa",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",1,0
"2169","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,10,8,228,10,"Middle East & North Africa",9,"Unknown",4,"Military",13,"Unknown",5.75,NA
"2170","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,8,20,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",2,0
"2171","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,12,21,228,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",18,"Tourists",5,"Firearms",0,0
"2172","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,10,10,228,10,"Middle East & North Africa",1,"Assassination",2,"Government (General)",5,"Firearms",1,0
"2173","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,9,18,228,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",10,"Journalists & Media",13,"Unknown",1,0
"2174","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,9,26,228,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",7,15
"2175","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,7,22,228,10,"Middle East & North Africa",1,"Assassination",4,"Military",6,"Explosives/Bombs/Dynamite",0,3
"2176","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,3,4,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",5,0
"2177","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,5,21,228,10,"Middle East & North Africa",1,"Assassination",2,"Government (General)",5,"Firearms",1,0
"2178","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,12,8,228,10,"Middle East & North Africa",2,"Armed Assault",2,"Government (General)",5,"Firearms",1,0
"2179","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,12,8,228,10,"Middle East & North Africa",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,0
"2180","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,6,2,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",5,6
"2181","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,2,1,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",3,3
"2182","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,9,18,228,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",2,3
"2183","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,9,10,228,10,"Middle East & North Africa",1,"Assassination",14,"Private Citizens & Property",5,"Firearms",2,0
"2184","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,11,5,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,0
"2185","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,5,1,228,10,"Middle East & North Africa",1,"Assassination",2,"Government (General)",5,"Firearms",10,1
"2186","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,10,9,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",13,3
"2187","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,6,25,228,10,"Middle East & North Africa",1,"Assassination",2,"Government (General)",5,"Firearms",1,0
"2188","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,2,29,228,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",4,"Military",13,"Unknown",NA,NA
"2189","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2012,7,19,228,10,"Middle East & North Africa",1,"Assassination",3,"Police",6,"Explosives/Bombs/Dynamite",1,0
"2190","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2013,1,3,228,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,2
"2191","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2014,9,20,228,10,"Middle East & North Africa",1,"Assassination",2,"Government (General)",5,"Firearms",5,0
"2192","Al-Qa`ida in the Arabian Peninsula (AQAP)","Yemen",2010,6,12,228,10,"Middle East & North Africa",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
