"","gname","country_txt","iyear","imonth","iday","country","region","region_txt","attacktype1","attacktype1_txt","targtype1","targtype1_txt","weaptype1","weaptype1_txt","nkill","nwound"
"11199","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,12,21,95,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",4,5
"11200","Islamic State of Iraq and the Levant (ISIL)","Lebanon",2014,2,28,110,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,1
"11201","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,6,18,95,10,"Middle East & North Africa",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,3
"11202","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,9,15,95,10,"Middle East & North Africa",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",2,10
"11203","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,3,95,10,"Middle East & North Africa",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,5
"11204","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,5,31,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",1,3
"11205","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,6,95,10,"Middle East & North Africa",3,"Bombing/Explosion",8,"Educational Institution",6,"Explosives/Bombs/Dynamite",0,0
"11206","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,2,18,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,5
"11207","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,8,31,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",6,9
"11208","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,8,6,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",2,13
"11209","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,6,1,95,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",5,"Firearms",5,0
"11210","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,30,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",5,15
"11211","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,10,3,200,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",4,0
"11212","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,30,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",4,12
"11213","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,1,6,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,3
"11214","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,7,2,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",3,9
"11215","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,7,29,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",5,21
"11216","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,5,29,200,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",NA,NA
"11217","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,1,1,95,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",5,"Firearms",1,0
"11218","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,4,28,95,10,"Middle East & North Africa",2,"Armed Assault",17,"Terrorists/Non-State Militia",5,"Firearms",1,0
"11219","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,12,11,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",2,8
"11220","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,12,95,10,"Middle East & North Africa",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",6,13
"11221","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,9,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",3,"Police",13,"Unknown",NA,NA
"11222","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,6,15,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",28,35
"11223","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,9,95,10,"Middle East & North Africa",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,0
"11224","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,17,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",9,16
"11225","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,10,1,200,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",17,"Terrorists/Non-State Militia",9,"Melee",9,0
"11226","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,3,9,95,10,"Middle East & North Africa",9,"Unknown",3,"Police",13,"Unknown",2,2
"11227","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,23,95,10,"Middle East & North Africa",1,"Assassination",3,"Police",13,"Unknown",1,0
"11228","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,12,21,95,10,"Middle East & North Africa",3,"Bombing/Explosion",20,"Unknown",6,"Explosives/Bombs/Dynamite",0,0
"11229","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,9,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",3,"Police",13,"Unknown",NA,NA
"11230","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,21,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"11231","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,4,20,95,10,"Middle East & North Africa",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,0
"11232","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,7,28,95,10,"Middle East & North Africa",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",9,4
"11233","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,10,6,200,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"11234","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,8,23,95,10,"Middle East & North Africa",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",30,NA
"11235","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,12,28,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",1,3
"11236","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,8,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",3,"Police",13,"Unknown",NA,NA
"11237","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,12,14,95,10,"Middle East & North Africa",9,"Unknown",14,"Private Citizens & Property",13,"Unknown",6,3
"11238","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,8,14,200,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0.14
"11239","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,11,23,95,10,"Middle East & North Africa",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",5.5,20
"11240","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,5,25,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",8,26
"11241","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,9,26,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",7,15
"11242","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,1,8,200,10,"Middle East & North Africa",3,"Bombing/Explosion",17,"Terrorists/Non-State Militia",6,"Explosives/Bombs/Dynamite",9,0
"11243","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,2,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",14,27
"11244","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,12,30,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,4
"11245","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,8,13,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"11246","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,10,2,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",2,6
"11247","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,6,16,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",1,3
"11248","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,8,10,95,10,"Middle East & North Africa",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",1,20
"11249","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,6,10,95,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",6,"Explosives/Bombs/Dynamite",670,0
"11250","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,6,11,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",2,"Government (General)",13,"Unknown",18,0
"11251","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,11,29,200,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",8.33,NA
"11252","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,1,14,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,4.33
"11253","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,21,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",3,"Police",13,"Unknown",20,0
"11254","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,3,22,95,10,"Middle East & North Africa",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"11255","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,2,9,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",2,7
"11256","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,8,19,95,10,"Middle East & North Africa",3,"Bombing/Explosion",20,"Unknown",6,"Explosives/Bombs/Dynamite",0,0
"11257","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,16,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",NA,NA
"11258","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,3,22,95,10,"Middle East & North Africa",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"11259","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,27,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",3,10
"11260","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,4,95,10,"Middle East & North Africa",9,"Unknown",4,"Military",13,"Unknown",2,4
"11261","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,5,29,200,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",0,0
"11262","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,4,9,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,6
"11263","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,4,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",10,0
"11264","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,4,9,95,10,"Middle East & North Africa",3,"Bombing/Explosion",20,"Unknown",6,"Explosives/Bombs/Dynamite",0,0
"11265","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,6,18,95,10,"Middle East & North Africa",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",2,0
"11266","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,4,9,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,10
"11267","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,11,23,95,10,"Middle East & North Africa",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",5.5,20
"11268","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,26,95,10,"Middle East & North Africa",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",0,0
"11269","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,26,95,10,"Middle East & North Africa",9,"Unknown",14,"Private Citizens & Property",13,"Unknown",NA,NA
"11270","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,24,95,10,"Middle East & North Africa",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",0,0
"11271","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,6,17,95,10,"Middle East & North Africa",2,"Armed Assault",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",10,0
"11272","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,23,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",4,"Military",6,"Explosives/Bombs/Dynamite",1,0
"11273","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,27,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",10,"Journalists & Media",13,"Unknown",NA,NA
"11274","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,8,31,95,10,"Middle East & North Africa",9,"Unknown",20,"Unknown",13,"Unknown",4,2
"11275","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,8,10,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",9,40
"11276","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,6,24,95,10,"Middle East & North Africa",1,"Assassination",4,"Military",6,"Explosives/Bombs/Dynamite",2,2
"11277","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,6,25,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,0
"11278","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,1,25,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",4,12
"11279","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,4,29,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,11
"11280","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,27,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",3,"Police",13,"Unknown",NA,NA
"11281","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,2,18,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,5
"11282","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,12,20,95,10,"Middle East & North Africa",9,"Unknown",14,"Private Citizens & Property",13,"Unknown",0,0
"11283","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,7,29,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",1,0
"11284","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,12,13,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",7,8.5
"11285","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,5,22,95,10,"Middle East & North Africa",1,"Assassination",3,"Police",6,"Explosives/Bombs/Dynamite",1,2
"11286","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,4,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",7,6
"11287","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,12,13,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",7,8.5
"11288","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,4,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"11289","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,8,10,95,10,"Middle East & North Africa",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",7,15
"11290","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,6,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",15,"Religious Figures/Institutions",5,"Firearms",NA,NA
"11291","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,8,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",2,0
"11292","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,12,10,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",10,22
"11293","Islamic State of Iraq and the Levant (ISIL)","Syria",2013,9,16,200,10,"Middle East & North Africa",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",2,0
"11294","Islamic State of Iraq and the Levant (ISIL)","Turkey",2014,9,28,209,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,3
"11295","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,2,18,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,10
"11296","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,2,18,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,5
"11297","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,12,3,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,6
"11298","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,4,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",1,0
"11299","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,12,16,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"11300","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,6,29,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"11301","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,8,25,95,10,"Middle East & North Africa",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",9,25
"11302","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,5,28,95,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",1,0
"11303","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,3,1,95,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",5,"Firearms",2,3
"11304","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,2,11,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",4,"Military",5,"Firearms",15,0
"11305","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,8,12,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",15,"Religious Figures/Institutions",5,"Firearms",NA,NA
"11306","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,8,28,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",2,11
"11307","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,29,95,10,"Middle East & North Africa",3,"Bombing/Explosion",19,"Transportation",6,"Explosives/Bombs/Dynamite",0,0
"11308","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,8,28,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",7,21
"11309","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,8,28,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,12
"11310","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,3,6,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",4,10
"11311","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,11,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"11312","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,6,24,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,7
"11313","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,8,10,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",3,14
"11314","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,1,15,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",3,0
"11315","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,24,95,10,"Middle East & North Africa",2,"Armed Assault",19,"Transportation",5,"Firearms",1,0
"11316","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,6,95,10,"Middle East & North Africa",9,"Unknown",14,"Private Citizens & Property",13,"Unknown",1,0
"11317","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,3,8,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0.22
"11318","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,6,24,95,10,"Middle East & North Africa",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",1,8
"11319","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,9,27,200,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0.33,2.67
"11320","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,3,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",7,13
"11321","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,12,29,200,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",9,15
"11322","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,1,15,95,10,"Middle East & North Africa",3,"Bombing/Explosion",20,"Unknown",6,"Explosives/Bombs/Dynamite",0,0
"11323","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,6,23,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,2
"11324","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,14,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"11325","Islamic State of Iraq and the Levant (ISIL)","Lebanon",2014,11,28,110,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",5,"Firearms",0,0
"11326","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,11,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"11327","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,8,10,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",4,12
"11328","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,12,18,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",6,10
"11329","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,18,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",2.5,8.5
"11330","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,14,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"11331","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,12,3,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",16,0
"11332","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,25,95,10,"Middle East & North Africa",9,"Unknown",1,"Business",13,"Unknown",21,NA
"11333","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,30,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",3,9
"11334","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,12,11,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,2.34
"11335","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,7,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",7,22
"11336","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,16,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"11337","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,6,18,95,10,"Middle East & North Africa",2,"Armed Assault",1,"Business",6,"Explosives/Bombs/Dynamite",40,NA
"11338","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,12,4,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"11339","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,8,23,95,10,"Middle East & North Africa",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",9,24
"11340","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,17,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0.66,3
"11341","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,5,25,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",1,0
